DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group1Group4,DIF_a_Group1Group5,DIF_a_Group1Group6,DIF_a_Group1Group7,DIF_a_Group1Group8,DIF_a_Group1Group9,DIF_a_Group1Group10,DIF_a_Group2Group3,DIF_a_Group2Group4,DIF_a_Group2Group5,DIF_a_Group2Group6,DIF_a_Group2Group7,DIF_a_Group2Group8,DIF_a_Group2Group9,DIF_a_Group2Group10,DIF_a_Group3Group4,DIF_a_Group3Group5,DIF_a_Group3Group6,DIF_a_Group3Group7,DIF_a_Group3Group8,DIF_a_Group3Group9,DIF_a_Group3Group10,DIF_a_Group4Group5,DIF_a_Group4Group6,DIF_a_Group4Group7,DIF_a_Group4Group8,DIF_a_Group4Group9,DIF_a_Group4Group10,DIF_a_Group5Group6,DIF_a_Group5Group7,DIF_a_Group5Group8,DIF_a_Group5Group9,DIF_a_Group5Group10,DIF_a_Group6Group7,DIF_a_Group6Group8,DIF_a_Group6Group9,DIF_a_Group6Group10,DIF_a_Group7Group8,DIF_a_Group7Group9,DIF_a_Group7Group10,DIF_a_Group8Group9,DIF_a_Group8Group10,DIF_a_Group9Group10,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group1Group4,DIF_b_Group1Group5,DIF_b_Group1Group6,DIF_b_Group1Group7,DIF_b_Group1Group8,DIF_b_Group1Group9,DIF_b_Group1Group10,DIF_b_Group2Group3,DIF_b_Group2Group4,DIF_b_Group2Group5,DIF_b_Group2Group6,DIF_b_Group2Group7,DIF_b_Group2Group8,DIF_b_Group2Group9,DIF_b_Group2Group10,DIF_b_Group3Group4,DIF_b_Group3Group5,DIF_b_Group3Group6,DIF_b_Group3Group7,DIF_b_Group3Group8,DIF_b_Group3Group9,DIF_b_Group3Group10,DIF_b_Group4Group5,DIF_b_Group4Group6,DIF_b_Group4Group7,DIF_b_Group4Group8,DIF_b_Group4Group9,DIF_b_Group4Group10,DIF_b_Group5Group6,DIF_b_Group5Group7,DIF_b_Group5Group8,DIF_b_Group5Group9,DIF_b_Group5Group10,DIF_b_Group6Group7,DIF_b_Group6Group8,DIF_b_Group6Group9,DIF_b_Group6Group10,DIF_b_Group7Group8,DIF_b_Group7Group9,DIF_b_Group7Group10,DIF_b_Group8Group9,DIF_b_Group8Group10,DIF_b_Group9Group10
5.113057e-08,0.94736564,0.9472331,0.9473529,0.9473611,0.94720554,0.94739634,0.9474722,0.94748837,0.9473461,0.9472876,0.9473138,0.94716156,0.9475636,0.94712967,0.9474557,0.9474384,0.816366,0.85908496,0.8551144,0.79500204,0.8594661,0.822778,0.84620225,0.8522195,0.8762015,0.8304365,0.87627476,0.68033016,0.7975589,0.9034218,0.8195802,0.83418953,0.8195084,0.85628366,0.7428951,0.8606032,0.8368706,0.8882147,0.867764,0.7575359,0.86816776,0.8608637,0.7934521,0.79851097,5.660373e-08,0.9861562,0.9976879,0.9941989,0.9983236,0.9985219,0.9978854,0.99552274,0.9956298,0.98618335,0.997715,0.99422616,0.9983195,0.99853504,0.9978898,0.9955732,0.99565643,0.9942369,0.9575062,0.9952861,0.9866858,0.96759284,0.9720429,0.98085725,0.9866189,0.97978866,0.98944557,0.987743,0.90117973,0.96847427,0.966465,0.9781354,0.960088,0.9698025,0.974176,0.9877879,0.98992026,0.95711493,0.9755334,0.9627308,0.9526729,0.9798536,0.981658,0.9774273,0.97528803
2.7741733e-05,0.022637986,0.022623457,0.022642918,0.02263682,0.022617368,0.022645552,0.022653457,0.022654975,0.022634707,0.022633316,0.022630129,0.022614315,0.02266912,0.022611614,0.02265132,0.02264873,0.021277027,0.020440908,0.019795293,0.020968169,0.020529458,0.021468855,0.021052878,0.023219218,0.021663297,0.024756273,0.022947123,0.020168228,0.020412195,0.014498864,0.021387331,0.022105034,0.020705694,0.023666076,0.018759472,0.021548714,0.021482658,0.02097614,0.01939118,0.021336425,0.023771489,0.019267377,0.019468749,0.020844935,2.7028113e-05,0.010787607,0.010154189,0.011892053,0.010533944,0.01063244,0.010938372,0.009053446,0.009803278,0.0107725,0.010156902,0.011878529,0.010532408,0.010647269,0.010957229,0.0090860985,0.009802067,0.010717875,0.016007153,0.010806324,0.012339841,0.011886804,0.011103917,0.0090856,0.013948915,0.012179774,0.012745284,0.009854907,0.011027293,0.011587037,0.013794176,0.009537403,0.011240758,0.009906389,0.012616286,0.013220507,0.012586558,0.010802954,0.011098331,0.011843758,0.011418777,0.0139731355,0.011269323,0.013089743,0.009292728
7.651721e-09,0.971059,0.9709946,0.9710398,0.97105247,0.97097665,0.97106797,0.9710978,0.9711113,0.97104424,0.9710092,0.9710338,0.9709652,0.9711416,0.9709447,0.9710895,0.97108746,0.8728524,0.9018681,0.9056617,0.84674567,0.9123542,0.88642323,0.90635705,0.90638924,0.9288378,0.8842658,0.925032,0.7444949,0.8757598,0.9457438,0.88167346,0.8928971,0.86855996,0.9104366,0.8167372,0.9018718,0.8943479,0.9330228,0.9096995,0.83372855,0.90423936,0.92166376,0.8599488,0.8491761,8.7751335e-09,0.9953141,0.99943125,0.9979013,0.99941474,0.999544,0.99947286,0.9984477,0.99864477,0.99533796,0.9994398,0.9979205,0.99941224,0.99954563,0.9994736,0.9984647,0.9986492,0.9979294,0.97428757,0.9984741,0.9938776,0.9806963,0.98519534,0.99079514,0.9929858,0.98912096,0.9947019,0.9947058,0.94416463,0.9830076,0.9858316,0.98808753,0.9764007,0.9789629,0.98578787,0.99478495,0.9950891,0.98021847,0.98439777,0.98614824,0.97670203,0.99053144,0.98926026,0.9928339,0.9867131
1.8754767e-05,0.042341854,0.04234338,0.04234338,0.04234996,0.042338017,0.042346336,0.042347975,0.042349495,0.04234258,0.0423436,0.04234286,0.042339664,0.042351387,0.042342734,0.042344376,0.04234378,0.043288138,0.041210677,0.041120023,0.041095663,0.03989654,0.046968807,0.04037599,0.047802437,0.04287636,0.044987552,0.040832717,0.035427693,0.044603948,0.031755976,0.03769586,0.043783177,0.047508072,0.049048427,0.0359712,0.04083622,0.04481198,0.041009963,0.039955623,0.04154667,0.044632334,0.038234334,0.036621455,0.043249704,1.9198766e-05,0.009087862,0.008306984,0.009026238,0.008462529,0.008711999,0.0086993575,0.006918449,0.008272132,0.009084652,0.008309726,0.009006915,0.008466692,0.00870983,0.008709567,0.006929816,0.008257072,0.0065697813,0.008332316,0.006966063,0.007981797,0.00835644,0.00730084,0.0059688236,0.008545808,0.007816202,0.00860643,0.007430301,0.006172463,0.0070879706,0.009992683,0.0071710576,0.0072247502,0.0067412728,0.007653674,0.009398972,0.00664083,0.007113258,0.007853628,0.008605239,0.008609431,0.0087247295,0.008214451,0.009455931,0.00538515
1.1415963e-06,0.92412204,0.9239727,0.9240902,0.9241144,0.9239269,0.9241536,0.92424345,0.92427397,0.924093,0.9240304,0.9240578,0.9238941,0.9243371,0.9238463,0.92421454,0.924195,0.8206606,0.8011813,0.8680029,0.7467616,0.8321413,0.7895416,0.8199243,0.84931755,0.85146916,0.8378016,0.8513723,0.6869304,0.8103053,0.8940449,0.7581802,0.8063124,0.7838331,0.81753665,0.6859373,0.832114,0.8146648,0.8425295,0.7793796,0.7500075,0.81228817,0.8810876,0.8047857,0.7564468,1.4968793e-06,0.9907927,0.99853885,0.99513435,0.99805295,0.9983116,0.99732226,0.99748063,0.9978321,0.9908554,0.99855775,0.99515617,0.9980532,0.99832076,0.99733454,0.99750364,0.9978554,0.99532294,0.9705414,0.99605316,0.9853156,0.9690466,0.98914987,0.98710525,0.98456895,0.9864773,0.9823433,0.9894507,0.92638683,0.96858907,0.97992194,0.9772025,0.96695715,0.96126944,0.97108716,0.98911905,0.9848815,0.98122376,0.9784404,0.99111485,0.9853033,0.9890991,0.9811373,0.9923757,0.9859437
7.3957983e-07,0.9115827,0.91142875,0.9115495,0.9115757,0.9113925,0.9116085,0.9116902,0.9117086,0.91155285,0.9114865,0.9115134,0.91134936,0.91179544,0.9113085,0.91167414,0.91164887,0.7665579,0.8030674,0.78678524,0.74453914,0.8308701,0.777332,0.8179182,0.80666935,0.81850564,0.77762294,0.8216836,0.6512891,0.7610684,0.8484415,0.78024054,0.7953967,0.76700956,0.815722,0.71710193,0.8080991,0.79823786,0.8513868,0.8250491,0.71930665,0.80342937,0.8202795,0.73687744,0.75129384,7.759153e-07,0.97237897,0.9907878,0.9844238,0.992629,0.9934686,0.9935491,0.98094845,0.9812965,0.9724517,0.990886,0.98449683,0.9926099,0.9934883,0.9935537,0.9810846,0.9813161,0.9809529,0.92288774,0.98610276,0.96761036,0.9363478,0.935411,0.9571366,0.96443367,0.93771815,0.97468686,0.96575594,0.86900187,0.9348714,0.9435128,0.94424725,0.91822124,0.9247496,0.952562,0.96521586,0.97413945,0.9173968,0.9399169,0.92635065,0.89211476,0.94850135,0.96195716,0.9484578,0.94166523
1.3093962e-05,0.020192904,0.020189555,0.020196045,0.020195786,0.02019233,0.020196855,0.020199027,0.020200767,0.020194847,0.020194678,0.020191146,0.020189125,0.020203605,0.02018698,0.020198734,0.020196969,0.02315778,0.01996482,0.018671649,0.020730307,0.020734893,0.02333073,0.023425657,0.022530865,0.021925207,0.02422911,0.020420616,0.018807504,0.024606206,0.014725555,0.02282741,0.023421284,0.0237115,0.022754444,0.02210801,0.020387148,0.02073468,0.021235464,0.021521525,0.02159787,0.02462625,0.017882692,0.020576132,0.022857495,1.25229835e-05,0.008762371,0.0078758765,0.008485361,0.0077826083,0.007821921,0.0075602457,0.007406685,0.0075682397,0.008770522,0.007878313,0.008471251,0.0077896183,0.0077994275,0.007567942,0.007411277,0.007571997,0.008487857,0.010168662,0.0078110714,0.009930566,0.012351597,0.0099599995,0.009734927,0.01079707,0.011498456,0.011141659,0.009011814,0.009258102,0.011315368,0.012775962,0.010312954,0.008881693,0.010681131,0.013088475,0.010505732,0.010597781,0.010214831,0.0104869325,0.009412501,0.0105573395,0.011352589,0.010559142,0.010603167,0.008767205
2.5626567e-05,0.047696266,0.04769262,0.047697198,0.047703914,0.047682356,0.047703173,0.04770624,0.047710694,0.04769528,0.047695965,0.047693953,0.047684506,0.04771766,0.047687963,0.047704022,0.047701422,0.04821006,0.04610711,0.04593877,0.0463381,0.04437108,0.051153045,0.045533285,0.052965477,0.04676457,0.049332596,0.045655668,0.03996615,0.048944008,0.03555516,0.04274975,0.048858494,0.052287795,0.053662833,0.040249087,0.045321967,0.05009148,0.04546752,0.04435887,0.046754442,0.04972953,0.042680528,0.041025613,0.048041813,2.6149193e-05,0.011947635,0.010552384,0.011897495,0.010740473,0.011088001,0.011198181,0.009060918,0.010650429,0.0119359605,0.010552788,0.011876094,0.010743792,0.011094552,0.011210415,0.00908039,0.0106258225,0.009102355,0.011458025,0.009168735,0.010635461,0.010928906,0.009760625,0.0077410033,0.0113423,0.010584573,0.011540778,0.009537582,0.008268396,0.009566121,0.0131041845,0.009461211,0.0096385935,0.008648937,0.009977697,0.012346049,0.008670093,0.009593853,0.0104671875,0.011389105,0.011089521,0.011723542,0.010859556,0.012512349,0.0071819476
4.0512045e-05,0.045073725,0.045061823,0.045080498,0.045084182,0.04505316,0.045086555,0.045095086,0.045100555,0.04507306,0.045075536,0.045069467,0.04505226,0.045113556,0.045051508,0.04509045,0.045086294,0.04642905,0.044118293,0.044275504,0.04497645,0.043250207,0.049868487,0.044661067,0.050926182,0.04510399,0.04854925,0.043441687,0.039263707,0.04839912,0.033903357,0.04218011,0.047687344,0.048523434,0.050713416,0.039631132,0.04405959,0.048603404,0.043006312,0.043199446,0.045145568,0.048036136,0.041468516,0.04156883,0.046336185,4.0993164e-05,0.013711256,0.011926949,0.014085389,0.012302545,0.012537732,0.012456601,0.010374811,0.012340957,0.013703396,0.01193987,0.01404636,0.012302367,0.012539658,0.0124867,0.010398749,0.012319106,0.011308748,0.013253111,0.010657093,0.013063768,0.013660363,0.012565526,0.009596137,0.013151084,0.013162897,0.014468454,0.011105126,0.010347704,0.012226309,0.01610613,0.011913992,0.012286743,0.0103859855,0.012445671,0.014710577,0.010832866,0.011963073,0.012700833,0.013724286,0.013814872,0.014861779,0.013064246,0.0152569655,0.0094724605
8.755458e-05,0.03906629,0.03903028,0.039073166,0.039065424,0.03901761,0.03908144,0.039102152,0.03910794,0.03906163,0.03905788,0.0390471,0.039010484,0.03913887,0.039003097,0.039096855,0.03908959,0.039019167,0.03707857,0.03717469,0.03827007,0.036935847,0.04042873,0.03860815,0.041847833,0.03821092,0.041947532,0.03800975,0.035168465,0.039515927,0.027377995,0.03732878,0.04035516,0.03810041,0.0413419,0.0344507,0.037994124,0.040172458,0.036505908,0.03621917,0.038403988,0.04128399,0.035321925,0.036531873,0.03883874,8.604109e-05,0.016563667,0.014773755,0.017829496,0.015244542,0.015527966,0.01532257,0.013295312,0.015439675,0.016554711,0.014798979,0.017780062,0.0152260335,0.015546179,0.015356398,0.013336353,0.015440845,0.015891656,0.020258041,0.014790174,0.018343901,0.01874436,0.018122833,0.013435135,0.019318245,0.019372707,0.01995686,0.014548883,0.016370483,0.018262163,0.021343121,0.016298298,0.017733233,0.014478512,0.018059868,0.019682659,0.017102238,0.016662087,0.017158935,0.018449988,0.018409468,0.021168126,0.017415013,0.020567985,0.014681061
