DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group1Group4,DIF_a_Group1Group5,DIF_a_Group1Group6,DIF_a_Group1Group7,DIF_a_Group1Group8,DIF_a_Group1Group9,DIF_a_Group1Group10,DIF_a_Group2Group3,DIF_a_Group2Group4,DIF_a_Group2Group5,DIF_a_Group2Group6,DIF_a_Group2Group7,DIF_a_Group2Group8,DIF_a_Group2Group9,DIF_a_Group2Group10,DIF_a_Group3Group4,DIF_a_Group3Group5,DIF_a_Group3Group6,DIF_a_Group3Group7,DIF_a_Group3Group8,DIF_a_Group3Group9,DIF_a_Group3Group10,DIF_a_Group4Group5,DIF_a_Group4Group6,DIF_a_Group4Group7,DIF_a_Group4Group8,DIF_a_Group4Group9,DIF_a_Group4Group10,DIF_a_Group5Group6,DIF_a_Group5Group7,DIF_a_Group5Group8,DIF_a_Group5Group9,DIF_a_Group5Group10,DIF_a_Group6Group7,DIF_a_Group6Group8,DIF_a_Group6Group9,DIF_a_Group6Group10,DIF_a_Group7Group8,DIF_a_Group7Group9,DIF_a_Group7Group10,DIF_a_Group8Group9,DIF_a_Group8Group10,DIF_a_Group9Group10,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group1Group4,DIF_b_Group1Group5,DIF_b_Group1Group6,DIF_b_Group1Group7,DIF_b_Group1Group8,DIF_b_Group1Group9,DIF_b_Group1Group10,DIF_b_Group2Group3,DIF_b_Group2Group4,DIF_b_Group2Group5,DIF_b_Group2Group6,DIF_b_Group2Group7,DIF_b_Group2Group8,DIF_b_Group2Group9,DIF_b_Group2Group10,DIF_b_Group3Group4,DIF_b_Group3Group5,DIF_b_Group3Group6,DIF_b_Group3Group7,DIF_b_Group3Group8,DIF_b_Group3Group9,DIF_b_Group3Group10,DIF_b_Group4Group5,DIF_b_Group4Group6,DIF_b_Group4Group7,DIF_b_Group4Group8,DIF_b_Group4Group9,DIF_b_Group4Group10,DIF_b_Group5Group6,DIF_b_Group5Group7,DIF_b_Group5Group8,DIF_b_Group5Group9,DIF_b_Group5Group10,DIF_b_Group6Group7,DIF_b_Group6Group8,DIF_b_Group6Group9,DIF_b_Group6Group10,DIF_b_Group7Group8,DIF_b_Group7Group9,DIF_b_Group7Group10,DIF_b_Group8Group9,DIF_b_Group8Group10,DIF_b_Group9Group10
5.3587e-06,0.047610443,0.047573853,0.047619678,0.04759973,0.047572836,0.047624446,0.04764079,0.04764487,0.04760587,0.047604132,0.047592726,0.047572996,0.047667548,0.047557708,0.047637068,0.04762857,0.048282843,0.035493195,0.033279885,0.040529706,0.052859373,0.04687061,0.054297417,0.050601218,0.05205242,0.056839064,0.047203235,0.034995142,0.044371296,0.039452437,0.054949794,0.035575654,0.045177776,0.055090215,0.044703357,0.0380376,0.049801644,0.049109533,0.047260836,0.046798963,0.05239752,0.04660179,0.0524518,0.04712859,4.485255e-06,0.0053042313,0.006881819,0.0072464016,0.0065344446,0.0069175283,0.0071359323,0.00595819,0.006383033,0.005324052,0.0068818526,0.00725929,0.006516188,0.0069141644,0.007116822,0.0059525273,0.0063994275,0.0067058615,0.007244405,0.008485707,0.008902601,0.009699389,0.009715795,0.009050791,0.009063777,0.0075621926,0.009655086,0.0069822012,0.0065794983,0.010741426,0.010512708,0.0067442404,0.00667789,0.0075100726,0.008566513,0.00872727,0.008698901,0.007969981,0.006775889,0.007428388,0.0077715944,0.010054661,0.0077177007,0.009791839,0.008674119
1.4688383e-05,0.030535588,0.030545259,0.030539151,0.030540977,0.03054957,0.030538006,0.030531753,0.030534923,0.030539105,0.030540362,0.030542515,0.03054921,0.030527603,0.030551778,0.030532107,0.030533137,0.03581235,0.02967999,0.029236024,0.033234037,0.031502176,0.0364391,0.03558321,0.033560544,0.03380471,0.037676133,0.032665115,0.0292686,0.036330856,0.023698822,0.035117596,0.03429873,0.03578073,0.035326496,0.03273657,0.03143641,0.03344907,0.03243992,0.032595333,0.033549827,0.03703369,0.028689839,0.033898734,0.03444328,1.4414897e-05,0.0052993195,0.0051910006,0.0054164417,0.00532773,0.005449238,0.004803153,0.0049289144,0.0049813995,0.005304905,0.0052009695,0.0054163286,0.0053345524,0.005436489,0.004806804,0.004937425,0.0049728006,0.0053884424,0.0063495124,0.0052278936,0.0066400403,0.008299088,0.0067966096,0.0064898813,0.00733756,0.0076634763,0.007350324,0.005880205,0.0059946273,0.007665757,0.008581453,0.0064378954,0.005978128,0.0063882577,0.009073795,0.007211048,0.007094945,0.00659194,0.007164547,0.0061938125,0.0070753074,0.0080949105,0.007253876,0.007056443,0.0060187136
1.7246897e-09,0.0035430638,0.0035446368,0.0035429292,0.0035433918,0.0035455767,0.0035433918,0.0035405816,0.0035421748,0.0035438633,0.0035444011,0.0035438838,0.0035459166,0.003540496,0.0035461935,0.0035424426,0.00354288,0.0039533526,0.0032936616,0.0030369973,0.0036715982,0.0033886523,0.0034265118,0.0037649954,0.0037269758,0.003952656,0.0046472843,0.0039308676,0.0034647372,0.0033094452,0.0021182233,0.0046411604,0.003595276,0.004401341,0.003945257,0.004836282,0.0034046257,0.0036016484,0.0041680727,0.0037908505,0.0047198483,0.0035607743,0.0031949098,0.003071039,0.004034625,1.6116831e-09,0.0006587412,0.0006174642,0.0006601056,0.0004949969,0.00048381856,0.0005792478,0.0006134139,0.0005505165,0.0006632527,0.0006199703,0.0006576141,0.0004961345,0.00048522168,0.00058243604,0.0006089584,0.0005567612,0.00029003414,0.00079444784,0.0006189358,0.00041782676,0.00055092067,0.0006608736,0.00064766384,0.00065387343,0.0005614165,0.00035849557,0.0007393015,0.0005575469,0.00046906885,0.0006749653,0.00041321217,0.0003477704,0.0008106664,0.00067406736,0.00047243095,0.00040697432,0.0006408541,0.00068067457,0.0005255679,0.0007637128,0.00063153316,0.00056572986,0.00046214895,0.0005905452
4.427454e-06,0.025710043,0.025718357,0.025716078,0.025716053,0.025721423,0.025717974,0.025708864,0.02571568,0.025714803,0.02571811,0.02571566,0.02572381,0.025709083,0.025725411,0.025712268,0.02571164,0.028751256,0.024064807,0.023489177,0.027031297,0.026634952,0.029029908,0.02871893,0.027482534,0.028601255,0.033285063,0.028231952,0.023985146,0.02696339,0.019754143,0.030825157,0.025749793,0.030132536,0.030432804,0.028371455,0.026088044,0.027997337,0.028225716,0.027301155,0.027738899,0.030085253,0.024397474,0.027465196,0.028411087,4.359349e-06,0.0014837061,0.0015900122,0.0015478987,0.0015326901,0.0015845705,0.0014246369,0.0015314718,0.0014219072,0.0014922176,0.0015962344,0.0015445807,0.0015371325,0.0015797255,0.0014254777,0.0015320174,0.0014249173,0.0014114266,0.0021473072,0.0017359493,0.0019119923,0.0026102886,0.0020687,0.0020838277,0.0022569222,0.0022291185,0.001926583,0.0018520332,0.0016789874,0.0023769303,0.0025861175,0.0017234123,0.0016438742,0.0020786265,0.0029003152,0.002111533,0.0020625074,0.002010372,0.0021226432,0.001829327,0.0022317579,0.0024933713,0.0022082434,0.0019781638,0.0018099425
5.2275656e-08,0.78069264,0.78042686,0.7806135,0.78066367,0.78036296,0.78070974,0.7808294,0.7808611,0.78061163,0.7804836,0.78057677,0.7802803,0.7809863,0.7802178,0.78081185,0.780773,0.5617083,0.631193,0.59447914,0.55392593,0.6679901,0.6029283,0.6448584,0.63669866,0.6473298,0.58140284,0.65568465,0.433293,0.5911374,0.68471247,0.59504575,0.6306147,0.58779025,0.647869,0.5051899,0.6269983,0.6272483,0.70149153,0.6663547,0.5393274,0.62615955,0.6532023,0.5616949,0.55100894,5.834107e-08,0.9825938,0.9944458,0.9900579,0.99508375,0.9959744,0.9963415,0.98861927,0.9883383,0.9826048,0.9944969,0.9901255,0.99507225,0.99598783,0.99633914,0.98872787,0.9883531,0.985442,0.9401683,0.9910877,0.9745005,0.94669056,0.95299035,0.96068096,0.97227526,0.94977283,0.97927517,0.9759217,0.8959692,0.94609004,0.9517468,0.953183,0.9331669,0.9390211,0.9619958,0.9733445,0.9801824,0.93210447,0.9596034,0.9426053,0.9097309,0.9595882,0.9689866,0.9605648,0.95562536
1.7358867e-07,0.8652524,0.86501473,0.8652102,0.86523557,0.86496276,0.8652889,0.8654089,0.86543524,0.86520463,0.8651057,0.8651494,0.86489505,0.86557186,0.86483073,0.86538637,0.8653555,0.6797036,0.7389688,0.7086543,0.6694975,0.77227527,0.71160054,0.74619853,0.74018365,0.75838584,0.69825107,0.7597909,0.5455994,0.6879851,0.78910094,0.70492166,0.7290073,0.7003004,0.7557125,0.6179449,0.74513316,0.73016584,0.7980725,0.7763106,0.6332988,0.7416836,0.75182605,0.66918033,0.6718199,1.82938e-07,0.9805744,0.9936854,0.98976994,0.9953866,0.9959244,0.99585044,0.98725444,0.9876434,0.9806032,0.9937546,0.9898272,0.9953743,0.9959419,0.99585325,0.9873725,0.9876769,0.98538643,0.9380404,0.99013615,0.9755018,0.9488035,0.9505814,0.9627703,0.9719324,0.9530006,0.98040146,0.97557247,0.88629544,0.94729966,0.9507169,0.9559765,0.9372011,0.94233114,0.9621852,0.9736395,0.9804541,0.9263418,0.9580733,0.934708,0.9059888,0.9595284,0.9703555,0.9546518,0.95518893
4.898023e-05,0.9673385,0.9672063,0.9673354,0.96732587,0.9671827,0.96736807,0.967452,0.96746224,0.9673218,0.9672894,0.9672767,0.9671458,0.96755636,0.96710867,0.9674381,0.9674092,0.8814493,0.9148977,0.90967387,0.87577033,0.90873075,0.88715583,0.9256603,0.9014485,0.9171983,0.90956223,0.9244986,0.85412115,0.87220526,0.93700373,0.9023894,0.89206356,0.8795385,0.920461,0.89996845,0.91613317,0.9151547,0.93686324,0.90253806,0.8509382,0.89721036,0.9203014,0.8541114,0.8925839,5.1932944e-05,0.96934664,0.9913599,0.9802922,0.9916509,0.9937955,0.9935183,0.9849676,0.98066044,0.9694526,0.9914572,0.9803277,0.9915808,0.9938411,0.99358445,0.98506755,0.98083574,0.9824533,0.93214506,0.98508984,0.97397286,0.94514,0.92114407,0.96800244,0.9772618,0.9520543,0.9835924,0.9651193,0.8901508,0.9561303,0.9503503,0.96215975,0.9165485,0.95527524,0.95845276,0.9710979,0.9827063,0.9385271,0.9262078,0.9300957,0.9189885,0.9493109,0.96405363,0.96259815,0.9471575
2.6091951e-05,0.040880956,0.040879805,0.040888816,0.040886693,0.040881902,0.040892348,0.040888622,0.040897038,0.040884506,0.040886234,0.040883698,0.040885173,0.040897325,0.04088328,0.04088771,0.04088337,0.04577993,0.037989665,0.03585901,0.042059094,0.04533879,0.045077913,0.046382055,0.04560589,0.044264875,0.050777458,0.043497615,0.03883354,0.044602074,0.032483794,0.049170017,0.0403106,0.046174597,0.048594866,0.04303246,0.04045631,0.04564052,0.0437072,0.044059552,0.043788355,0.04960207,0.040036783,0.046053488,0.045401268,2.5403147e-05,0.004238644,0.004190086,0.004608117,0.0040650396,0.004184218,0.00412872,0.0038704353,0.0037487529,0.0042554694,0.0042077242,0.0046056095,0.004067062,0.0041723875,0.00412148,0.0038770097,0.003743779,0.0043217544,0.005897621,0.004869986,0.006065348,0.0074513354,0.0064653503,0.005454049,0.005942223,0.0058740475,0.006149733,0.004873414,0.005135041,0.0070345523,0.0076946267,0.0052441363,0.005227595,0.0051095653,0.0074990243,0.0061014295,0.005754175,0.005656605,0.0058758385,0.0053671654,0.0058895806,0.007236525,0.006213058,0.0060568824,0.0054686903
0.00037971057,0.08324006,0.0831648,0.08326172,0.08323968,0.08315876,0.08327175,0.083316274,0.083324224,0.08325059,0.08323159,0.08321098,0.083135866,0.08338482,0.08310947,0.08331103,0.08330147,0.092028216,0.0745079,0.080419555,0.076712556,0.08326022,0.0720729,0.09197722,0.08401139,0.077839255,0.102777466,0.08014716,0.08721629,0.082667835,0.06614458,0.0959809,0.07921118,0.08162441,0.07548122,0.09059974,0.08142494,0.08211635,0.08554849,0.07391261,0.085995965,0.08654514,0.08081456,0.081916496,0.09066163,0.00033996307,0.09866409,0.07967994,0.10395672,0.080856286,0.08398344,0.08150717,0.070646636,0.07915534,0.098796204,0.07959182,0.103824526,0.080825545,0.08385836,0.08152534,0.070770934,0.07913638,0.06742134,0.12985013,0.09117901,0.09988305,0.09556584,0.13489045,0.10525134,0.11164009,0.08576452,0.09575584,0.088829085,0.115264185,0.09559613,0.1265087,0.06589259,0.096408516,0.07503211,0.096103415,0.0752754,0.080401435,0.104101986,0.08504177,0.109569915,0.09755926,0.095531255,0.11663004,0.10365043,0.09654186
5.8375914e-08,0.94165987,0.94150776,0.94164956,0.9416517,0.94148076,0.9416918,0.9417812,0.9418037,0.94163793,0.9415718,0.9416039,0.9414291,0.94188994,0.9413862,0.94176334,0.94174,0.81798697,0.8458675,0.8592575,0.7803233,0.84817994,0.81069726,0.825899,0.85113204,0.8701855,0.8199867,0.8676877,0.6603303,0.7929734,0.904135,0.7889364,0.8260633,0.8142207,0.8399093,0.69693846,0.8533839,0.8174535,0.8702609,0.85129744,0.7481547,0.86787766,0.8611256,0.8050713,0.7795229,6.807089e-08,0.98755276,0.99841523,0.9951565,0.99874157,0.9988777,0.99806076,0.9970265,0.9974714,0.98757166,0.99843377,0.99519074,0.99873924,0.99888366,0.99805766,0.9970641,0.99749345,0.9958289,0.9636513,0.9961932,0.9878735,0.96944594,0.9837483,0.9842994,0.9879511,0.9857134,0.98820925,0.9905984,0.9067871,0.9702658,0.9714584,0.9813103,0.9684264,0.9711261,0.97629505,0.99049664,0.989758,0.967506,0.9817333,0.97726977,0.9712771,0.98614836,0.9841723,0.9840447,0.98214763
