DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.117473505,0.117474325,0.10745119,0.052507404,0.0524714,0.045811236
0.1397557,0.1398211,0.1286811,0.05695086,0.056951668,0.05183599
0.12617405,0.12615076,0.10842033,0.063048616,0.063015245,0.06127855
0.11564505,0.11565491,0.106947266,0.04624806,0.046196297,0.041834917
0.143641,0.14364631,0.12224089,0.08396035,0.08390481,0.08054915
0.12918065,0.12922297,0.11889377,0.052417092,0.052394383,0.046873048
0.10796207,0.10791989,0.098659895,0.042659283,0.04259896,0.03949776
0.13957416,0.13962728,0.120778404,0.09327425,0.093279354,0.099665746
0.49117014,0.4913216,0.43264312,0.96640325,0.9664071,0.94216746
0.6680089,0.66798294,0.57381874,0.99644476,0.99643666,0.99141604
