DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.178042,0.17809024,0.15407084,0.1149892,0.114960656,0.1121121
0.18597308,0.18604188,0.15964858,0.13322942,0.13314289,0.12778412
0.13346596,0.13350761,0.11594434,0.09185579,0.09185085,0.09668148
0.8057918,0.8057714,0.715567,0.994972,0.9949506,0.9886907
0.12874857,0.12873796,0.108510144,0.07221058,0.07219657,0.07384486
0.17986691,0.179902,0.15626568,0.11797475,0.11788809,0.11670828
0.18691146,0.18699586,0.1641521,0.1229281,0.12304191,0.12513883
0.11423276,0.114192784,0.09186578,0.08455413,0.084496215,0.08076913
0.62319005,0.6230912,0.54227906,0.9912288,0.99121225,0.98557174
0.13088202,0.1308621,0.11011178,0.08046765,0.080435306,0.07552088
