DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.59557164,0.5954727,0.5004795,0.9965862,0.9965767,0.99242204
0.13368107,0.13368143,0.11255726,0.076246016,0.07624683,0.08000637
0.14057183,0.14067543,0.12392325,0.091325074,0.09139532,0.09614113
0.5033829,0.5034661,0.43780145,0.9893995,0.98938215,0.9808487
0.14181952,0.14189008,0.12401809,0.060136463,0.060153726,0.059651878
0.41917807,0.41902637,0.3524337,0.9964808,0.9964747,0.992872
0.10966092,0.10962615,0.10038742,0.0433777,0.043325026,0.040230297
0.15810895,0.15822884,0.13673872,0.11060378,0.110645786,0.116699085
0.51828736,0.51840806,0.4515705,0.9708119,0.9707924,0.9510224
0.13467741,0.13473873,0.11669879,0.098563164,0.09858551,0.10244394
