DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.64760023,0.6475347,0.5738109,0.98540807,0.9853703,0.97525996
0.7658122,0.76563793,0.6778859,0.9962628,0.99624455,0.99198496
0.13827522,0.13826421,0.11726099,0.082329154,0.08227979,0.07763366
0.14184506,0.14184554,0.12117748,0.07268571,0.07266253,0.07141339
0.12560937,0.12559222,0.11009934,0.060428876,0.060378354,0.05868318
0.1189501,0.11896845,0.109743915,0.050506625,0.05049261,0.0497957
0.14071342,0.14073683,0.12285381,0.08906434,0.08902337,0.095049754
0.68159854,0.6814596,0.5976365,0.99337095,0.99335283,0.9879696
0.83859843,0.83837044,0.7452661,0.99884474,0.9988379,0.997072
0.1202922,0.12032161,0.10935571,0.044166114,0.044168845,0.043152053
