DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16322139,0.16331613,0.13813177,0.08445518,0.08450855,0.0880778
0.14167935,0.14172871,0.122059576,0.09011373,0.09011974,0.09759945
0.45373157,0.4537287,0.3921757,0.9937674,0.99375933,0.9878359
0.4143287,0.41455957,0.3759388,0.9291982,0.92922175,0.89956856
0.4647493,0.46482906,0.40526122,0.98850995,0.98850024,0.9788781
0.15809539,0.1581521,0.135755,0.07638033,0.076398335,0.07571025
0.16184418,0.16186775,0.13909379,0.10406428,0.10403178,0.100321524
0.45611572,0.45602676,0.38464767,0.9952587,0.9952487,0.9909387
0.134852,0.13484512,0.113542914,0.089434594,0.08942404,0.086144544
0.11805462,0.118103296,0.101935394,0.09205933,0.09211689,0.091419995
