DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.17682727,0.17692426,0.15704606,0.078835115,0.078861244,0.069655456
0.57576585,0.5758328,0.51007295,0.9412491,0.94115084,0.9152941
0.13845088,0.13851109,0.12708272,0.06274981,0.06275523,0.054425143
0.10360848,0.10357159,0.089625716,0.053584497,0.05354412,0.046735026
0.1199224,0.11994377,0.110704176,0.048081018,0.048034787,0.04322715
0.11375236,0.11374114,0.10455396,0.043820247,0.043787055,0.04177333
0.16238235,0.16244979,0.13762622,0.080654785,0.08069331,0.08142971
0.12569584,0.12578513,0.11511182,0.085442394,0.085502565,0.0925628
0.13690019,0.13697436,0.11866464,0.103995085,0.10402401,0.10778227
0.12286624,0.12283536,0.101234086,0.08474507,0.084711075,0.08134506
