DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.14908156,0.14910652,0.12911463,0.07457071,0.07455632,0.07314321
0.14684364,0.14692537,0.12887333,0.09999393,0.10003263,0.07394521
0.10793823,0.10788431,0.09074694,0.058304075,0.05825754,0.053219635
0.9227939,0.9225728,0.8522873,0.9999493,0.99994886,0.9998203
0.13089117,0.13088019,0.11561037,0.062874705,0.06281797,0.059911765
0.99732834,0.99733275,0.9890951,0.37505162,0.37513858,0.40608838
0.13247712,0.1325238,0.122157775,0.05638757,0.05638704,0.053271204
0.112280354,0.11224134,0.10228536,0.047525924,0.047462188,0.043759976
0.1733527,0.17343678,0.15192057,0.07461216,0.07462432,0.06635777
0.1457929,0.14580081,0.12436891,0.086110644,0.0860527,0.082785144
