DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.12103883,0.12108013,0.11235069,0.06060901,0.06061165,0.060631514
0.9012312,0.90121555,0.79933333,0.85634,0.85617393,0.7878506
0.11757289,0.117575794,0.10728383,0.054743823,0.054715395,0.047243465
0.13275035,0.13280205,0.12246402,0.053700756,0.053693105,0.049434587
0.16039544,0.16046783,0.13500127,0.084558986,0.08460458,0.088568985
0.126196,0.12619844,0.11372346,0.049497966,0.04947456,0.04701636
0.13463469,0.1346342,0.11956614,0.06088371,0.06084715,0.05799702
0.8553312,0.85535496,0.76485497,0.9849927,0.9849622,0.9720935
0.10906124,0.10903068,0.099901065,0.043471634,0.04340803,0.039835136
0.14536129,0.14542718,0.13312061,0.07854044,0.07857502,0.06501471
