DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.49915886,0.4993236,0.43330908,0.8977372,0.8977968,0.865524
0.107328705,0.107285574,0.09520318,0.04788334,0.047808748,0.04380619
0.12254724,0.12251595,0.10052215,0.08519495,0.0851498,0.08204199
0.28092963,0.2810194,0.25008067,0.94500923,0.9450017,0.93485504
0.12909438,0.1290766,0.10923541,0.07529816,0.07524766,0.07641379
0.4383174,0.43835106,0.37800395,0.98138165,0.9813738,0.96775585
0.13500732,0.13504095,0.11779565,0.08977599,0.08975604,0.094620876
0.2944946,0.2945511,0.27527657,0.59365183,0.5934404,0.5547919
0.16354471,0.16363622,0.13826793,0.08697291,0.08702226,0.09095582
0.3601748,0.36047274,0.33652776,0.7026936,0.7027563,0.6810515
