DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13081622,0.13086703,0.119197786,0.06850778,0.06852983,0.06450668
0.4767743,0.4768947,0.43196425,0.92790926,0.9279111,0.90848416
0.12566975,0.12570913,0.11307494,0.04718841,0.04719416,0.045792624
0.12670979,0.1267854,0.1097811,0.108077414,0.108134136,0.107981116
0.74682474,0.74687445,0.5939671,0.33429405,0.33419624,0.31187692
0.13159561,0.13167961,0.11415181,0.11248026,0.11253269,0.11323388
0.12933955,0.12937799,0.11253549,0.08981071,0.08981717,0.092614576
0.1381033,0.1381528,0.12110424,0.093217105,0.09323487,0.09581901
0.13392474,0.13403085,0.118646726,0.12895215,0.12906615,0.13165726
0.1599457,0.16002654,0.13906991,0.18533142,0.18559445,0.18013518
