DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.60382724,0.6039478,0.53077805,0.98460025,0.9845942,0.9680643
0.12829068,0.12827842,0.108160205,0.071973644,0.07195682,0.073356114
0.6330065,0.63314074,0.5616639,0.9891644,0.98915386,0.97744006
0.646665,0.6468161,0.5958545,0.98055106,0.9805527,0.9503434
0.13141671,0.13146162,0.12064282,0.05354105,0.05352415,0.047607146
0.15079783,0.15083015,0.13069963,0.07392505,0.07391774,0.07282772
0.14551234,0.14552513,0.12570015,0.0740309,0.07400557,0.07299676
0.13058567,0.13056709,0.11150641,0.06522187,0.06519483,0.06377
0.12179794,0.12182349,0.11054145,0.044541858,0.04454102,0.043093838
0.12619068,0.12625735,0.116850436,0.08271206,0.082732074,0.08353019
