DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.14275944,0.1427672,0.12202856,0.08389132,0.08380382,0.08218687
0.112560414,0.11255951,0.10116187,0.058196,0.058168534,0.049458206
0.12442922,0.12440015,0.10614189,0.061967663,0.061938334,0.059849393
0.13225988,0.13224344,0.11118336,0.068347394,0.06831319,0.06649601
0.15234289,0.15242589,0.13119276,0.06400974,0.06403646,0.063990645
0.1410869,0.14108554,0.11919458,0.07461797,0.0745962,0.07299255
0.10866947,0.10864079,0.09964729,0.04378832,0.043720968,0.03981914
0.2384266,0.23856837,0.21014027,0.18889658,0.1888262,0.18229057
0.99344575,0.99345547,0.97793454,0.37959525,0.37968016,0.40546834
0.115298815,0.11531766,0.10649569,0.046146598,0.046137057,0.04589412
