DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.12875599,0.1287418,0.1086599,0.07254754,0.07251438,0.072932884
0.14612682,0.14613625,0.1250554,0.08706474,0.08697508,0.085362785
0.11851827,0.11846984,0.099946395,0.06040839,0.060370985,0.057162125
0.14987603,0.14989771,0.12940636,0.07613624,0.07612108,0.074759655
0.14139831,0.14149526,0.1230994,0.118281916,0.11832199,0.12165727
0.16379017,0.16386886,0.13898525,0.07481933,0.074862875,0.0752688
0.81253403,0.8123349,0.70130825,0.99909335,0.99908805,0.9974139
0.62982094,0.6296207,0.52754927,0.9970861,0.99707764,0.993469
0.11001043,0.1099733,0.0967727,0.05009228,0.050030988,0.046486344
0.13280325,0.13279642,0.11259464,0.07600799,0.07594088,0.07461311
