DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.40916905,0.40946385,0.38426834,0.7683912,0.768722,0.71520567
0.160401,0.16052264,0.13802525,0.105925985,0.1059768,0.11188342
0.15039022,0.1504182,0.13007276,0.0756817,0.07567072,0.074371986
0.10680697,0.10676775,0.09239085,0.052987467,0.052946217,0.04817606
0.85544807,0.8551792,0.7616543,0.99995005,0.9999498,0.9997907
0.12609729,0.1261249,0.116425045,0.051744457,0.051731475,0.048555147
0.11506377,0.11513718,0.09861108,0.10063786,0.10074628,0.09736008
0.15400776,0.15404488,0.1308631,0.08093653,0.080952205,0.08068819
0.85990345,0.8599071,0.7538757,0.9252604,0.9252482,0.87279737
0.1665815,0.1666145,0.14332646,0.10603235,0.1060006,0.102956235
