DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16239169,0.16245879,0.13776173,0.08058362,0.08062121,0.081210844
0.55013156,0.55024725,0.47939467,0.9710594,0.97105694,0.94734454
0.13997355,0.13996542,0.11988436,0.084173664,0.08408336,0.083890244
0.51582074,0.5158883,0.44661504,0.9898477,0.98982984,0.9814598
0.15458085,0.15470582,0.13403551,0.103683285,0.103737995,0.109693214
0.10504088,0.10499642,0.08933943,0.05603428,0.05599274,0.049995035
0.3987863,0.39882386,0.3477029,0.9872186,0.98719585,0.98034996
0.17655507,0.17659865,0.15264173,0.11317363,0.11313442,0.11064651
0.13039644,0.13045204,0.1130599,0.096425846,0.09644656,0.09952513
0.62297475,0.6230223,0.5384709,0.99325526,0.99323505,0.98703134
