DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15454765,0.15461482,0.13332775,0.06242351,0.062448967,0.061298482
0.1358418,0.13582844,0.11498839,0.079178095,0.07912987,0.07453608
0.12825964,0.12823375,0.107929155,0.064151116,0.06411931,0.061878182
0.9861696,0.98619056,0.961797,0.63392687,0.6334596,0.61288494
0.16053824,0.16060829,0.13523772,0.08105783,0.08110796,0.08378239
0.11593991,0.11594987,0.10364143,0.06343313,0.0634243,0.05294294
0.9930345,0.99304444,0.97841096,0.6482513,0.64753145,0.62828374
0.34077835,0.34098396,0.33247572,0.71507454,0.7153834,0.6688714
0.12901539,0.12900336,0.10882887,0.07208622,0.07206347,0.07269995
0.12690207,0.12695323,0.117437,0.06759605,0.06760992,0.06576135
