DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11000844,0.109961905,0.09937717,0.04914149,0.049057577,0.045057163
0.11788765,0.11784422,0.09859731,0.06420901,0.064164974,0.059466887
0.13438755,0.13438806,0.11335699,0.07327403,0.07326277,0.073777884
0.10698022,0.10694272,0.09755607,0.045167312,0.045091227,0.03982867
0.107314184,0.10729843,0.09210161,0.061337113,0.06132463,0.05053195
0.13914947,0.13914526,0.11536118,0.09638867,0.096278034,0.09277627
0.14833812,0.14843148,0.13339405,0.095815115,0.0958856,0.07447622
0.80700886,0.80675155,0.71454084,0.9993562,0.99935305,0.9984911
0.67389846,0.67375034,0.5844057,0.9943306,0.9943165,0.9897086
0.15672456,0.15678145,0.13738416,0.10540553,0.10550817,0.104688875
