DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.116102956,0.116086006,0.10552568,0.04577915,0.045742266,0.042985987
0.14032002,0.14034708,0.12422814,0.0566004,0.05659232,0.054309245
0.14381526,0.14389749,0.1255542,0.067203514,0.06723057,0.06767152
0.15135852,0.15145674,0.13089155,0.10942887,0.10946763,0.11509611
0.16313307,0.16321146,0.13747175,0.08120312,0.08125699,0.08396015
0.11708399,0.11711425,0.10723175,0.04594193,0.045942318,0.045849398
0.56496304,0.5649444,0.50312364,0.9742375,0.97418,0.96285695
0.110848725,0.11082292,0.101551555,0.04254373,0.042500395,0.04003475
0.15471283,0.15478846,0.13312262,0.062242255,0.06227072,0.061507296
0.9974572,0.9974618,0.9897079,0.45495853,0.45495456,0.48280433
