DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11582015,0.11583066,0.10711912,0.046330832,0.046279386,0.041906606
0.10530795,0.10527566,0.08983244,0.05889359,0.05886692,0.049865086
0.16239716,0.16247793,0.13794203,0.070814505,0.0708582,0.07106283
0.9354293,0.93538797,0.86275905,0.99149156,0.9914532,0.97564715
0.5900952,0.5900416,0.50057924,0.99667645,0.9966721,0.99172276
0.17244217,0.17257126,0.15402825,0.11304488,0.11314508,0.08606583
0.8035237,0.80379605,0.78251547,0.9921503,0.9921471,0.97831494
0.15219449,0.15224965,0.13209873,0.063201234,0.06321516,0.061586343
0.11424305,0.11423081,0.10509022,0.04467155,0.04463211,0.04204813
0.72220707,0.72221017,0.6517621,0.99598294,0.9959804,0.9854347
