DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13035433,0.13040331,0.11628296,0.05010831,0.050117053,0.048776306
0.14130142,0.14137343,0.12364022,0.06105158,0.061070386,0.06071114
0.13905247,0.13904797,0.1171376,0.07418363,0.074159145,0.07260258
0.1084495,0.10839577,0.09099201,0.05949712,0.059450626,0.05414019
0.12162276,0.121666715,0.105427764,0.08993735,0.08998014,0.090586096
0.963244,0.9632641,0.92074203,0.9561645,0.95608824,0.93512905
0.15157345,0.15161553,0.13178368,0.06995278,0.06995377,0.06860626
0.9586799,0.95871645,0.90815294,0.77261126,0.7722123,0.7320374
0.83337027,0.8334208,0.75226086,0.96230716,0.96223927,0.9456313
0.98426557,0.9842848,0.9574424,0.73936903,0.73881054,0.70398766
