DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.10582948,0.10577798,0.08894413,0.060825847,0.060787555,0.053812537
0.511386,0.5114705,0.44143334,0.970876,0.9708601,0.9505157
0.567745,0.5677691,0.488134,0.99278784,0.99278396,0.9835427
0.12159724,0.12163514,0.10800209,0.0741803,0.07419463,0.05904564
0.16061378,0.1607145,0.13728695,0.10113442,0.10117819,0.108146794
0.20584199,0.20593126,0.18006793,0.14244942,0.14243428,0.13954598
0.47101676,0.47124097,0.42570204,0.92811,0.9281802,0.8867492
0.14704032,0.1470329,0.12633109,0.09104711,0.09095129,0.091120094
0.47165146,0.47184825,0.42126855,0.9618805,0.9618573,0.9420142
0.12289894,0.122862875,0.10351616,0.060774557,0.060743958,0.058403462
