DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13510947,0.13516584,0.124275714,0.060255766,0.060267042,0.057271276
0.66615796,0.6660138,0.579888,0.9948457,0.99483263,0.9908907
0.15430515,0.15437408,0.13094844,0.09217205,0.09220571,0.09878983
0.16589205,0.16591944,0.14526777,0.1060007,0.10595035,0.108610325
0.16067047,0.16074765,0.13544254,0.087280884,0.08732163,0.09183161
0.7601738,0.7599481,0.6660832,0.9984865,0.9984807,0.99679774
0.13207768,0.13210861,0.11796847,0.049104605,0.049105216,0.047068212
0.608581,0.6085355,0.52809525,0.9836865,0.9836638,0.97356945
0.69216096,0.6919733,0.60742545,0.9964933,0.9964829,0.9934624
0.12870784,0.12876678,0.11838883,0.086956866,0.086973496,0.08627873
