DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.12657863,0.12662646,0.11734074,0.06321862,0.06323178,0.06145025
0.48090762,0.48111942,0.43317106,0.96899897,0.9689682,0.951887
0.133463,0.13351245,0.11857665,0.050464913,0.050472993,0.048832078
0.17763942,0.17783259,0.17040451,0.19993198,0.20000091,0.2137134
0.6098154,0.6098421,0.5180354,0.96033436,0.9603075,0.93167496
0.12329289,0.123350285,0.10698167,0.098266564,0.09830741,0.09909698
0.1506004,0.15067855,0.13016722,0.06076827,0.060792126,0.060188834
0.15194386,0.15202019,0.13007723,0.09573754,0.09576694,0.1035253
0.1406239,0.14072971,0.12412763,0.12243296,0.12248268,0.12739608
0.14946568,0.14956467,0.13337806,0.16008987,0.16028999,0.16119151
