DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.50871575,0.50868654,0.44865802,0.97780263,0.9777835,0.9695415
0.1689002,0.16893712,0.14550215,0.10876635,0.10873859,0.10544734
0.1246304,0.12462806,0.11245218,0.04928303,0.049255572,0.04669058
0.53097683,0.53105855,0.4775496,0.94611907,0.94607985,0.9260699
0.1507886,0.15087429,0.1300268,0.10247391,0.1025077,0.10905905
0.13625683,0.13625044,0.11453381,0.07413835,0.0741103,0.07294893
0.70441806,0.704269,0.6166065,0.99356014,0.9935394,0.9878954
0.34158006,0.3418184,0.3000744,0.34904104,0.34894165,0.33352846
0.12838653,0.12844513,0.1113963,0.097670704,0.09769647,0.1001448
0.10826622,0.108211726,0.09084224,0.05938628,0.059340093,0.054036118
