DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.122685134,0.12267161,0.11083307,0.050728787,0.050688405,0.047733773
0.12663248,0.12660633,0.10629111,0.0663395,0.06630337,0.06269336
0.12702322,0.12702581,0.1143456,0.050075714,0.05005158,0.047545634
0.14421645,0.14415379,0.11643513,0.11378559,0.1134197,0.10387205
0.16350788,0.16358992,0.13788432,0.07994637,0.080001384,0.082490504
0.96643525,0.9664461,0.894332,0.36491573,0.36472604,0.3483838
0.84889406,0.8490609,0.69634336,0.095370926,0.09543598,0.08752048
0.13037756,0.13044623,0.11318308,0.10250192,0.10253587,0.10486219
0.72316533,0.7229408,0.6179664,0.9987072,0.9987006,0.9969826
0.16439165,0.16447023,0.13904084,0.07781991,0.07786731,0.078915015
