DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.5736736,0.57367766,0.50443804,0.97465426,0.9746175,0.96101004
0.10905626,0.10900615,0.09141892,0.061001536,0.06095357,0.055401683
0.13453789,0.13460568,0.12115101,0.08279058,0.08283107,0.06603363
0.11805531,0.11810406,0.101896025,0.09153998,0.09159966,0.09088339
0.12183888,0.12187689,0.10846379,0.07418556,0.07420021,0.059280362
0.53023034,0.5303363,0.46167448,0.9692792,0.9692366,0.9525779
0.120983765,0.12095271,0.103365436,0.060202204,0.060172666,0.057693314
0.5232304,0.52320415,0.46398383,0.97542447,0.9753971,0.96604073
0.46740934,0.46747434,0.40694338,0.9845102,0.9844775,0.9760991
0.14855063,0.14860535,0.12949711,0.05873302,0.0587476,0.05694214
