DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15281202,0.15290204,0.13169944,0.10374869,0.103785045,0.11031852
0.15815836,0.15823361,0.1354141,0.06529236,0.06532556,0.06477429
0.5042996,0.5042552,0.43327388,0.9962313,0.9962267,0.9913618
0.51876825,0.51893383,0.4590058,0.9782296,0.97820646,0.9633279
0.6429133,0.64298904,0.56951374,0.9960256,0.99601954,0.99016297
0.10629938,0.10624801,0.096501686,0.045365505,0.04528165,0.040576838
0.19715047,0.19723591,0.17065826,0.14222462,0.14216006,0.13724376
0.51182336,0.51165956,0.42571807,0.9982149,0.99820954,0.99604607
0.1364958,0.13649203,0.11450659,0.09168278,0.09165786,0.088655055
0.1310647,0.131143,0.11371007,0.109071516,0.10911662,0.11023999
