DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.5956886,0.59579283,0.52090937,0.9853459,0.9853362,0.97035235
0.50821525,0.5083966,0.45725483,0.98939437,0.989369,0.9809663
0.13029297,0.13028169,0.109749764,0.0854998,0.0855032,0.08177218
0.15762207,0.15766773,0.13450398,0.08266562,0.082683586,0.08241694
0.11777712,0.117806554,0.107752204,0.044877965,0.04487863,0.044567626
0.60514516,0.6052473,0.52930987,0.9870693,0.98704994,0.9755042
0.1377405,0.1377338,0.11847897,0.08480805,0.08474693,0.08820447
0.122960135,0.12297352,0.113232285,0.050266646,0.050249234,0.04786361
0.46881104,0.46895054,0.4165516,0.9851185,0.98508763,0.9757296
0.10844571,0.10843135,0.09706703,0.053836487,0.053798005,0.046338294
