DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16946632,0.16948253,0.14655812,0.10962649,0.109529525,0.109005906
0.15505974,0.15512061,0.13395105,0.065956995,0.065975256,0.06476107
0.10574502,0.10571596,0.090190396,0.059599113,0.05957805,0.050195396
0.15372764,0.15378769,0.12962644,0.08559688,0.08563147,0.09060786
0.10860764,0.10857662,0.09177384,0.06674477,0.06673649,0.056468908
0.18352044,0.18359916,0.16148624,0.12024921,0.12033546,0.123248294
0.90827334,0.908277,0.8102056,0.8195723,0.8193379,0.76871455
0.15581185,0.1558709,0.13449647,0.069118075,0.069133736,0.068036
0.87353915,0.87330633,0.78497446,0.9994927,0.9994892,0.99855345
0.14525042,0.14528044,0.1223297,0.07705586,0.07707108,0.07833256
