DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13210686,0.132099,0.11133216,0.07351177,0.07346367,0.07179662
0.72691524,0.72673404,0.63817835,0.99656,0.9965479,0.9931911
0.109420784,0.1093833,0.10009733,0.043533046,0.043477546,0.040284593
0.16396278,0.16399124,0.14089818,0.103487425,0.10344828,0.10062386
0.10493413,0.10488955,0.08928102,0.05600965,0.055967834,0.049960937
0.107634105,0.10762034,0.09434587,0.058015518,0.057990145,0.04836119
0.14728233,0.14731352,0.1242915,0.0777665,0.077781856,0.07840311
0.46798715,0.46817082,0.41544387,0.9173467,0.9173477,0.88560706
0.7361091,0.736011,0.62638605,0.9927651,0.9927422,0.9837497
0.5668473,0.5668293,0.5022348,0.9757408,0.9757144,0.96390605
