DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13911976,0.13918321,0.122627646,0.09587403,0.095937744,0.097648345
0.13417839,0.1341837,0.11445832,0.08112011,0.0811057,0.08716949
0.99530107,0.99530774,0.98306465,0.41573983,0.41580006,0.43879485
0.13552897,0.13556403,0.118384264,0.09029468,0.09027723,0.09466587
0.13980028,0.13982701,0.121962115,0.089072436,0.089035705,0.09508094
0.15828134,0.15840259,0.13681448,0.10957869,0.10962331,0.11565898
0.12874584,0.1288444,0.1170328,0.09099626,0.0910704,0.09841309
0.13357691,0.13365908,0.115941025,0.11080215,0.11084553,0.11244591
0.78294474,0.78279936,0.695213,0.9958353,0.99581164,0.99075675
0.13440606,0.13443895,0.11713224,0.089434154,0.08941452,0.094587885
