DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.8872909,0.8872262,0.7806148,0.993303,0.99328834,0.98295105
0.5025648,0.50245166,0.428876,0.9794076,0.97937953,0.9712718
0.9895136,0.98952425,0.9673948,0.36603445,0.36606935,0.37480065
0.13148843,0.1315315,0.1206548,0.059384283,0.059378855,0.051572975
0.1179167,0.117935926,0.10886261,0.049756162,0.04974288,0.049261577
0.11789216,0.117903344,0.10759431,0.043744907,0.04373397,0.042035967
0.111307874,0.11128405,0.102105364,0.04331895,0.043267146,0.040351607
0.12488511,0.124915436,0.11549788,0.050381932,0.050363787,0.04661199
0.107946455,0.10789331,0.090447456,0.060433835,0.060387846,0.054672312
0.97799265,0.97801536,0.9423672,0.36253867,0.3626094,0.37546447
