DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.9951327,0.99513906,0.98189133,0.33340713,0.33331093,0.34227142
0.12298598,0.123017944,0.111315094,0.04505464,0.04505792,0.04375189
0.67178684,0.6716998,0.5692541,0.9964642,0.9964532,0.99189013
0.15015861,0.15022662,0.12828308,0.093822375,0.09385087,0.10163393
0.7071611,0.70703036,0.6054376,0.9910967,0.9910708,0.98232704
0.12251877,0.1225089,0.1107332,0.049507197,0.04947216,0.046696033
0.12262675,0.12266112,0.11101102,0.045488764,0.04549331,0.044321537
0.15379083,0.15385163,0.13297077,0.06316812,0.06318782,0.061848182
0.75079805,0.7506939,0.641763,0.9960689,0.99605525,0.9904091
0.14611016,0.14612173,0.122718215,0.100100785,0.10003472,0.09640256
