DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.37691137,0.37727174,0.3561216,0.3920786,0.39219898,0.3857862
0.44930205,0.44921905,0.37996227,0.99518144,0.99517256,0.9906518
0.11181419,0.11176192,0.09380481,0.059506822,0.059461094,0.054994393
0.5569316,0.55699384,0.48214585,0.9894586,0.9894552,0.97724164
0.16025433,0.16028163,0.1373315,0.108252056,0.10824242,0.10415893
0.21481244,0.21494298,0.1905356,0.15453564,0.15455611,0.15338032
0.5768804,0.5769438,0.50218225,0.99414665,0.9941366,0.98765886
0.10839475,0.10836893,0.09948808,0.04440955,0.044339538,0.039926518
0.9095421,0.9095359,0.81722945,0.934159,0.934116,0.85964775
0.14341356,0.1433968,0.12323714,0.08901251,0.088920064,0.08978995
