DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13530785,0.13530703,0.115300775,0.07837153,0.07829187,0.07694891
0.14808066,0.14809579,0.12736017,0.07613448,0.07611668,0.07518035
0.116229855,0.11624612,0.10725295,0.047093656,0.04708133,0.04661403
0.3151923,0.3151983,0.27324802,0.9819599,0.9819547,0.9730922
0.12799433,0.12809047,0.11748141,0.09464083,0.09470524,0.10360052
0.15179305,0.15186495,0.13119347,0.05988862,0.059912834,0.058893688
0.113549456,0.113517165,0.10025939,0.052236676,0.052174713,0.049333837
0.16373943,0.16381413,0.13843916,0.08002526,0.08007079,0.081304
0.13226122,0.13229513,0.11519565,0.09005392,0.09004251,0.094088644
0.6686877,0.66873986,0.5827866,0.9886847,0.9886733,0.9748514
