DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.22469766,0.22487475,0.21304233,0.29361123,0.29373884,0.2903494
0.12926704,0.12924318,0.10918845,0.06408164,0.064051256,0.062335134
0.11995613,0.119914815,0.10034424,0.06482199,0.064778216,0.060116675
0.13530275,0.1352898,0.114334926,0.06850474,0.06847533,0.06718774
0.35228142,0.3524831,0.32099688,0.91934615,0.91931194,0.90220565
0.15049201,0.15050992,0.12924743,0.0777144,0.07770221,0.076781034
0.919508,0.91954714,0.8511196,0.93213063,0.9320575,0.8979196
0.76059383,0.7604108,0.6454247,0.9993097,0.9993067,0.997897
0.3718545,0.37203112,0.3361414,0.9510967,0.9510955,0.9323649
0.13816258,0.13816209,0.115639895,0.09387118,0.09382823,0.09098589
