DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11132042,0.11137892,0.0936464,0.092208415,0.092344016,0.086266
0.7761668,0.7759262,0.6868411,0.998882,0.998877,0.9975556
0.1574867,0.15753797,0.1352242,0.08003401,0.08004991,0.079361185
0.18170553,0.18174243,0.15805528,0.11998046,0.119894095,0.11870051
0.13413626,0.13416721,0.11950276,0.05036568,0.050364748,0.04822664
0.7230635,0.72291386,0.62938744,0.9936698,0.99364847,0.9876618
0.1050508,0.10500565,0.08886296,0.058327895,0.05829012,0.05113829
0.19343188,0.1935077,0.16827382,0.13099395,0.13098195,0.12733646
0.13906918,0.13907965,0.12292984,0.06271333,0.062686205,0.06021573
0.12101123,0.121033676,0.110002354,0.044318747,0.04431652,0.042811662
