DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13353974,0.13362712,0.11589676,0.11425419,0.114305615,0.115329534
0.6404728,0.6403298,0.5583242,0.99424267,0.99423003,0.9902574
0.15807007,0.1581279,0.1358108,0.0755473,0.07556524,0.074840404
0.13775416,0.1377556,0.11621981,0.07495866,0.07494547,0.074511155
0.13297756,0.13301109,0.11858513,0.049475886,0.04947804,0.047440365
0.6797737,0.6796436,0.5747038,0.9969545,0.9969437,0.9930386
0.10521233,0.10517971,0.08988467,0.05867048,0.05864105,0.049712103
0.15451509,0.1545297,0.13241711,0.09534596,0.09530662,0.091631055
0.1546128,0.15466385,0.13377854,0.07173299,0.071741454,0.07062365
0.13349442,0.13351959,0.11913836,0.05067297,0.050667074,0.048455223
