DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15753801,0.15765986,0.13635038,0.1100233,0.11006741,0.11615842
0.6884233,0.6883819,0.5970458,0.97979033,0.9797358,0.9645971
0.13298425,0.1329772,0.11286238,0.076465346,0.07639609,0.075201005
0.14497213,0.1450139,0.12729368,0.057988517,0.057992116,0.055830754
0.11723911,0.11719156,0.09899289,0.06030818,0.060271505,0.056834143
0.13934119,0.13936736,0.118409336,0.084358,0.084367566,0.09149036
0.104474865,0.10442538,0.09392266,0.045704965,0.04562494,0.040468663
0.8757285,0.8754815,0.7905813,0.9996253,0.9996226,0.9989301
0.13809434,0.13808829,0.11886657,0.08518998,0.08512826,0.08863356
0.1377489,0.13776144,0.116179794,0.07936168,0.07937474,0.08445413
