DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.7367186,0.7365627,0.6258568,0.9959787,0.99596316,0.99064
0.1553203,0.15532827,0.13317172,0.09996948,0.099936165,0.09545777
0.12911688,0.12909758,0.10848389,0.06845708,0.06841976,0.06499834
0.72297746,0.72284627,0.6272995,0.9927118,0.99268883,0.98577577
0.1058635,0.105821215,0.090526424,0.05532967,0.05528826,0.05002332
0.14731452,0.14731264,0.12580903,0.091382936,0.09133698,0.08679067
0.17011023,0.17022125,0.15898953,0.12131291,0.12130572,0.11627288
0.8038467,0.803638,0.7072128,0.9977706,0.9977595,0.9948262
0.13200302,0.13198873,0.11098402,0.07135485,0.071314864,0.06916721
0.5457422,0.54580057,0.48654854,0.9538365,0.9538033,0.93517417
