DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.117295876,0.11733924,0.10748277,0.054279055,0.054288834,0.055288404
0.12030958,0.120279804,0.108617134,0.054561876,0.054499347,0.050852984
0.7507815,0.75057644,0.6570085,0.99780995,0.9978021,0.9954485
0.15213081,0.15222488,0.13136297,0.10633963,0.106377676,0.11236481
0.64423144,0.64410955,0.5663534,0.9916638,0.9916457,0.9857105
0.15627362,0.15628433,0.13407762,0.100347474,0.100313164,0.095968865
0.10556459,0.10552525,0.09190908,0.050846413,0.05080103,0.045788493
0.13790648,0.13791014,0.11770463,0.079938784,0.07985322,0.07854289
0.109751046,0.10971998,0.10051334,0.042860277,0.042804696,0.03979288
0.13294202,0.13295996,0.1189051,0.05152151,0.051508594,0.04919638
