DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13164648,0.13162874,0.11191368,0.06539044,0.06536429,0.06412828
0.12056625,0.1205814,0.1110727,0.050610203,0.050594606,0.049351186
0.98697764,0.98699576,0.9622627,0.3984567,0.3985706,0.42214453
0.12090622,0.12091543,0.11143193,0.048710857,0.04868976,0.04602165
0.41175377,0.4117155,0.35154197,0.9866952,0.98668027,0.97793716
0.1550834,0.15513024,0.13380703,0.0754872,0.075493895,0.07465555
0.12870553,0.12869471,0.108517356,0.07185943,0.07184264,0.07301948
0.12906858,0.1291061,0.11563,0.04770698,0.047711197,0.045961637
0.13430597,0.13436177,0.1238742,0.05417209,0.05416253,0.049319044
0.11377783,0.11378167,0.1050135,0.04573274,0.045672614,0.041108966
