DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.137635,0.13767469,0.12049637,0.09142062,0.0914092,0.09540167
0.13207957,0.13207442,0.1115795,0.073379755,0.07332636,0.07120243
0.15741904,0.15747142,0.13346645,0.08095791,0.08098707,0.08152054
0.12195638,0.12191487,0.10202934,0.06270725,0.062667705,0.05930095
0.13850723,0.1384901,0.11894701,0.08551998,0.08543947,0.08709535
0.38068065,0.38073087,0.33374137,0.9808248,0.9808128,0.9697429
0.15027139,0.15030608,0.13069421,0.070967585,0.07096263,0.06968218
0.4953193,0.4953907,0.42892352,0.98622394,0.98620313,0.9758872
0.123798825,0.12382938,0.111892655,0.045243774,0.04524578,0.04378638
0.13951851,0.13957608,0.12569728,0.06578577,0.06579726,0.06099894
