DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11877835,0.11880637,0.10538292,0.07099867,0.07100477,0.056966607
0.7895632,0.7895168,0.696315,0.99881697,0.9988136,0.9962429
0.6081333,0.6079284,0.50435483,0.99844563,0.99844,0.99629295
0.107524574,0.10750984,0.09382078,0.058679145,0.058653276,0.04872827
0.15483287,0.15490556,0.13332154,0.06216206,0.062189978,0.06125123
0.27772924,0.2777846,0.23812956,0.22473934,0.22469538,0.18662067
0.6330338,0.6331081,0.55257785,0.9908615,0.9908521,0.9798637
0.16390942,0.16398577,0.13852508,0.07971878,0.07976582,0.08110223
0.60525346,0.60522854,0.51648194,0.99192035,0.99189645,0.98518735
0.116578564,0.11654684,0.10054509,0.056024075,0.055983856,0.05327307
