DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.33189312,0.33191437,0.28883523,0.97714984,0.97713816,0.96679157
0.1633142,0.16338497,0.13840744,0.07960421,0.07964441,0.08034265
0.15405393,0.15405856,0.13172947,0.10116709,0.10114259,0.096545205
0.10701338,0.10697033,0.094747946,0.0477841,0.047712285,0.043741416
0.60607237,0.6058938,0.5082127,0.9986884,0.9986817,0.99727243
0.57718605,0.57720685,0.5146195,0.9671315,0.9670843,0.9511138
0.12634891,0.12642378,0.11428503,0.07441585,0.07445563,0.077851154
0.13366413,0.13370727,0.11609033,0.09231904,0.09231619,0.09709885
0.1313484,0.13132544,0.110486396,0.07794408,0.07790288,0.07284159
0.6662452,0.66605055,0.5608223,0.99741924,0.9974104,0.9940006
