DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.7725793,0.7725748,0.6809711,0.98982173,0.9897975,0.98112214
0.14600341,0.14604457,0.12352775,0.08617289,0.08619783,0.09256934
0.4471044,0.4474463,0.4445341,0.93040216,0.9304821,0.900968
0.92380625,0.9238453,0.8617241,0.9658037,0.9657574,0.94790936
0.1502632,0.15033107,0.1352579,0.06397247,0.06397781,0.05858984
0.15836276,0.1584369,0.13566124,0.065719336,0.06575208,0.06515262
0.98075634,0.9807712,0.9459585,0.5110664,0.51064503,0.4709768
0.15710177,0.15718696,0.13401088,0.09732764,0.09736573,0.104680434
0.11827489,0.11830044,0.10535446,0.069075674,0.06907874,0.0560669
0.84580404,0.8456246,0.7376995,0.99835604,0.99834603,0.99547917
