DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.3978231,0.39805034,0.37455815,0.802677,0.8030045,0.75515
0.9692466,0.9692758,0.93501526,0.96595955,0.9658756,0.9538785
0.13889258,0.13893612,0.12017737,0.08982385,0.089820124,0.09685685
0.12977003,0.12975933,0.10949592,0.07557801,0.07556162,0.07925181
0.119496085,0.11951225,0.11061516,0.0481715,0.048142027,0.04452244
0.124244586,0.124228336,0.1095735,0.059413034,0.059355613,0.05707997
0.13369325,0.13381085,0.120644845,0.10854472,0.10864301,0.11838459
0.39040688,0.3906344,0.3678882,0.74323696,0.7435297,0.6811345
0.89586055,0.8959144,0.8278098,0.96283174,0.9627713,0.9469801
0.10623602,0.10619044,0.09684317,0.04390428,0.043826416,0.039638307
