DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15871371,0.15883146,0.13711488,0.110739425,0.11078012,0.11677685
0.3544192,0.3543513,0.3021778,0.9887284,0.988717,0.98158985
0.1639898,0.16406792,0.13842717,0.07929328,0.07934398,0.08095739
0.41969076,0.41963065,0.40297192,0.94309,0.9430918,0.9129455
0.5366495,0.536713,0.46349713,0.9856996,0.98569244,0.97173536
0.6850195,0.6854152,0.66294307,0.9622563,0.9622865,0.9285921
0.16047929,0.16052456,0.14102186,0.10291389,0.102898926,0.107297964
0.448786,0.44902217,0.4069279,0.94307613,0.9430578,0.91993994
0.5324633,0.53239363,0.44821316,0.9922228,0.99221075,0.98435795
0.15402772,0.15404269,0.13203722,0.093875684,0.09381504,0.091018215
