DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.5066533,0.50681734,0.4427058,0.8292581,0.8291956,0.7893398
0.11637804,0.11640676,0.1067829,0.045980997,0.045979813,0.04599557
0.13544662,0.13544838,0.11493094,0.07595099,0.07588209,0.07392852
0.13807131,0.13807978,0.11913799,0.084908575,0.084879644,0.09125854
0.11854098,0.11851671,0.10612083,0.055930335,0.05585859,0.052491963
0.12580815,0.12585166,0.10918821,0.092122674,0.09213889,0.09430939
0.5900646,0.59025484,0.5625163,0.9722197,0.97222054,0.94267094
0.77793634,0.7778229,0.67875457,0.99088687,0.99084306,0.9810913
0.16064556,0.16076805,0.13806084,0.10003872,0.10008943,0.10552457
0.7523148,0.7520889,0.6421196,0.9988909,0.9988853,0.997142
