DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11511155,0.11513116,0.10638203,0.04689128,0.04688137,0.046791196
0.10868935,0.10865553,0.09948945,0.04306158,0.042999525,0.03962303
0.77469754,0.7744791,0.6808874,0.99809676,0.99808866,0.99582547
0.11819536,0.11822546,0.10954547,0.053093072,0.05308593,0.053090792
0.54620355,0.54633605,0.4763368,0.93793195,0.9377939,0.9136229
0.2338489,0.23401019,0.20708074,0.17734286,0.17733455,0.1737725
0.14490838,0.14497311,0.13286233,0.073183574,0.07321049,0.06152426
0.21603279,0.21614072,0.19006158,0.1543917,0.15437984,0.15119852
0.13189434,0.13191149,0.11810923,0.050832056,0.050819565,0.048547115
0.124911316,0.12493542,0.11280337,0.045783054,0.045781262,0.04402992
