DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13995971,0.13994929,0.11994919,0.084599294,0.08451023,0.084569596
0.18850216,0.18856318,0.16406232,0.12417958,0.12414488,0.12151058
0.12510869,0.12507895,0.10497718,0.066497646,0.06645784,0.062378068
0.15397002,0.15399374,0.13160753,0.080719285,0.08071898,0.07966366
0.13847493,0.13858199,0.12316884,0.120934196,0.120995335,0.12717003
0.15889831,0.15896992,0.1361648,0.06797668,0.06800591,0.06743031
0.90953,0.9095323,0.8272856,0.93016535,0.93003386,0.88223296
0.9872077,0.98721987,0.9701849,0.8999849,0.8994302,0.85987777
0.111586034,0.111576825,0.10110347,0.05180764,0.05176951,0.04492349
0.1700043,0.1700366,0.1466842,0.10757922,0.10751917,0.105474606
