DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13642192,0.1364284,0.11490598,0.07391923,0.07391518,0.07497139
0.115232565,0.11529427,0.09878809,0.09372915,0.09382587,0.09121178
0.15216218,0.15220915,0.1283058,0.07875194,0.07878042,0.08014749
0.15423419,0.15428661,0.12985176,0.07942284,0.07945842,0.08178788
0.116376184,0.11638198,0.106746696,0.04799311,0.04793911,0.042253397
0.15519498,0.15523581,0.13196082,0.08143992,0.0814579,0.081306234
0.35909215,0.3590721,0.310612,0.9887894,0.9887834,0.9807796
0.54745626,0.54750746,0.47270682,0.9916213,0.9916089,0.9832506
0.10743935,0.10739405,0.098091014,0.04283357,0.04276844,0.03950507
0.1087001,0.108662285,0.09545744,0.0494145,0.049355924,0.045482457
