DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.15793227,0.15805483,0.13657476,0.1091337,0.109179765,0.11522257
0.14586075,0.14594835,0.13257638,0.090532064,0.09059395,0.07217455
0.3197326,0.31969467,0.2728688,0.9882525,0.9882358,0.98343086
0.14106064,0.14106344,0.121147245,0.07190322,0.07187854,0.07072655
0.43483478,0.43474796,0.36709675,0.9924532,0.9924417,0.9862225
0.44379508,0.44384032,0.38539624,0.98530716,0.9853042,0.97273463
0.13480923,0.13491735,0.120688796,0.09572374,0.0958042,0.102610596
0.11462201,0.114618674,0.10548177,0.044053722,0.044028673,0.042330287
0.47107396,0.4712598,0.4215291,0.97423625,0.9742075,0.95945
0.13372153,0.13372357,0.11253244,0.07321263,0.07320803,0.07485673
