DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.16366348,0.1637476,0.1381161,0.07806341,0.07811718,0.08013587
0.474115,0.47415164,0.40762722,0.98543626,0.9854256,0.97339445
0.13896112,0.13898666,0.12084587,0.08823541,0.088204235,0.09444108
0.15045339,0.15057102,0.1311282,0.11500905,0.11504671,0.12123815
0.15961733,0.15967672,0.13658012,0.07941155,0.079436034,0.07910857
0.14918749,0.14919841,0.12774152,0.08971396,0.08963816,0.08718807
0.18332097,0.18340105,0.16113994,0.12017289,0.12027387,0.12271866
0.32923508,0.32932523,0.28985652,0.9643401,0.9642852,0.95584995
0.14507152,0.14507747,0.123564884,0.075287044,0.075268194,0.073987894
0.16311136,0.16319846,0.13785034,0.0883189,0.0883637,0.09261124
