DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.32489443,0.325123,0.3086646,0.6308864,0.6313893,0.59843653
0.7415572,0.7414167,0.6289032,0.99680036,0.9967887,0.9919973
0.118009895,0.11797724,0.106867075,0.051494796,0.051435884,0.047860928
0.88408804,0.8841276,0.8070263,0.9576764,0.95760804,0.9366603
0.20478864,0.20487392,0.17931873,0.14109059,0.14106631,0.13856022
0.11040383,0.11037429,0.10115837,0.04342196,0.04337393,0.04043977
0.8597441,0.859742,0.7646497,0.9822643,0.9822214,0.9670658
0.11773981,0.1177681,0.10774295,0.044486146,0.044486336,0.04411804
0.6089816,0.60885066,0.5343459,0.9912054,0.99118847,0.98570985
0.11194367,0.111953035,0.09691885,0.06688085,0.06688289,0.053178433
