DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.11011929,0.11009736,0.1011185,0.043989304,0.04392629,0.040120795
0.41587058,0.41584957,0.3584971,0.99336773,0.9933582,0.9879242
0.13889407,0.13889979,0.117234185,0.07529782,0.07528868,0.07514005
0.16214631,0.1622188,0.13816282,0.07506281,0.075097784,0.075110234
0.12967947,0.12966664,0.10915792,0.08532523,0.08532783,0.08162998
0.32857475,0.32877782,0.29959536,0.9595529,0.9595244,0.94702184
0.11216102,0.11222792,0.09529708,0.095463164,0.09559454,0.09075529
0.29102898,0.29114944,0.27292454,0.4747284,0.47486925,0.36746868
0.11822764,0.118286766,0.10953851,0.06655373,0.066569276,0.0697439
0.12125903,0.12123919,0.108213,0.057454597,0.057386078,0.054194454
