DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.5671651,0.5671979,0.48531523,0.9852562,0.98524475,0.97069186
0.15474167,0.15479633,0.13018288,0.08085257,0.08089181,0.0839559
0.44058886,0.440778,0.39264545,0.9323986,0.93240917,0.90247864
0.38798934,0.3882147,0.35456762,0.9251331,0.9251351,0.9028174
0.10826498,0.1082248,0.098983146,0.042534515,0.042476926,0.03945518
0.12983179,0.12982236,0.109411545,0.074812755,0.074801594,0.078111984
0.1609317,0.16099428,0.13722923,0.08007819,0.0801081,0.080112465
0.13603663,0.13602683,0.1145621,0.070928544,0.07089552,0.06937752
0.11494103,0.11497198,0.10607415,0.04887096,0.048869528,0.049397808
0.7823789,0.78244376,0.67923194,0.91351736,0.91355103,0.83261883
