DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13400413,0.13399394,0.115347005,0.06729622,0.06726566,0.065884314
0.5983964,0.5983721,0.50775176,0.9890433,0.9890239,0.97830886
0.11173961,0.11171469,0.102242336,0.04389227,0.043848436,0.041008443
0.14935778,0.14940675,0.13131173,0.09696321,0.09697138,0.10036063
0.12914044,0.12917383,0.11903988,0.05553921,0.055535182,0.052731518
0.105410434,0.105370015,0.09212594,0.04951679,0.049467564,0.04461701
0.12096937,0.12100643,0.1066374,0.07397591,0.073987655,0.058323722
0.10674604,0.1066981,0.097297646,0.043632727,0.043558564,0.039829496
0.13237265,0.13243239,0.12058511,0.093165316,0.09319192,0.09070243
0.58348423,0.5833828,0.5106273,0.98897433,0.9889576,0.98289156
