DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13874942,0.13879645,0.12011562,0.09117389,0.09117212,0.09790927
0.105868466,0.10583781,0.085015446,0.07594201,0.07592466,0.06477698
0.1296462,0.12969875,0.11560124,0.053173378,0.053184543,0.05233817
0.1448517,0.14497176,0.12724231,0.104812324,0.104874834,0.11170871
0.16008513,0.16014588,0.13684815,0.07953753,0.07956378,0.0793398
0.13702567,0.13703436,0.115370914,0.07420708,0.0742055,0.075501196
0.13876732,0.1388226,0.12229152,0.052720718,0.052730978,0.051098567
0.80374223,0.80364877,0.70179313,0.9930984,0.99307364,0.98525125
0.16160332,0.16171911,0.13895679,0.108057655,0.10810148,0.11416823
0.85799044,0.8579685,0.79197717,0.99605864,0.9960414,0.9914364
