DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.110527344,0.11048587,0.09915375,0.05004586,0.049966305,0.0460945
0.65209883,0.6520405,0.56626034,0.98461574,0.9845829,0.97371984
0.15954852,0.15964866,0.13667877,0.102605775,0.10264911,0.10960493
0.19001901,0.19008668,0.16285242,0.13856146,0.13844624,0.13273601
0.7311668,0.7310198,0.64306,0.99377215,0.99374765,0.98776585
0.1374859,0.13756199,0.12341178,0.08648707,0.08653866,0.06809442
0.14102513,0.14113368,0.12421614,0.09517936,0.095253475,0.10086654
0.13194762,0.13193177,0.11215904,0.07811334,0.07804865,0.07902762
0.1578892,0.15793735,0.13528112,0.08187148,0.08188732,0.08118934
0.11700786,0.11703487,0.10728375,0.044593554,0.044592313,0.044343192
