DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.13459189,0.13470145,0.11883228,0.12733419,0.12743543,0.12972102
0.133061,0.13305114,0.1131736,0.077715755,0.07764336,0.07708759
0.14102025,0.14100693,0.119533785,0.08859305,0.088555746,0.08368466
0.15190051,0.15192884,0.13108386,0.07710203,0.07709394,0.07589948
0.14695546,0.1469638,0.1248731,0.077205524,0.077192225,0.07580185
0.12403445,0.12407812,0.107569195,0.09189693,0.09192229,0.093519315
0.9953888,0.9953957,0.98305625,0.34125623,0.34127727,0.36499518
0.4595503,0.45959854,0.4055692,0.95209944,0.95210135,0.9398051
0.83024323,0.829993,0.73170793,0.99911994,0.9991149,0.9976947
0.6286637,0.62863326,0.55865437,0.9782039,0.97814924,0.9646118
