DIF_a_Group1Group2,DIF_a_Group1Group3,DIF_a_Group2Group3,DIF_b_Group1Group2,DIF_b_Group1Group3,DIF_b_Group2Group3
0.5633431,0.56351286,0.49881268,0.96824366,0.96823996,0.9438679
0.10638523,0.106346294,0.09240359,0.051661305,0.05161793,0.046755236
0.38779804,0.387997,0.3504361,0.9499784,0.94998986,0.9273681
0.12618726,0.1261633,0.108284876,0.063013375,0.06298085,0.061226416
0.17146699,0.17151976,0.15064406,0.111278415,0.111288436,0.11473795
0.13685164,0.13686663,0.115782,0.08084555,0.08086077,0.08692634
0.16042988,0.16049972,0.13507946,0.08184555,0.08189412,0.08492565
0.15889968,0.1589967,0.13603285,0.10137285,0.10141515,0.1085561
0.4221736,0.42240167,0.38245922,0.9384452,0.93846613,0.90949655
0.45308834,0.4533169,0.41007116,0.95789176,0.9578814,0.9362593
